KEY,VAR_TARGET,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50
2671,0,2005,W,34.0,750.0,750.0,2.0,750.0,468.0,250.0,0.0,,4,,,,E,67.0,1130.0,1.0,2.0,0.0,,B,1300,1300,,0,0,750.0,760.0,77.0,,,1200,1.0,N,O,0.0,0,,0.0,0.0,,750.0,,,0.0,,1300,
2672,0,3312,W,34.0,9000.0,6500.0,0.0,15500.0,4733.0,2358.0,0.0,28.0,10,,,,E,34.0,1355.0,2.0,2.0,8.0,,E,1700,1700,,0,0,1750.0,622.0,16.0,,,5000,1.0,N,S,603.0,0,,0.0,0.0,,7750.0,,,0.0,,1700,
2673,0,2508,W,34.0,,,0.0,0.0,0.0,0.0,0.0,11.0,10,,,,E,34.0,1255.0,0.0,1.0,0.0,,B,2244,2244,,0,0,3000.0,0.0,74.0,,,13000,5.0,N,S,8.0,0,,0.0,0.0,,0.0,,,0.0,,2244,
2674,0,3007,W,34.0,6900.0,6900.0,0.0,13800.0,0.0,1718.0,0.0,16.0,10,,,,E,7.0,1470.0,0.0,0.0,1.0,,B,1400,1400,,0,0,2050.0,0.0,23.0,,,10000,5.0,N,S,6.0,0,,0.0,0.0,,6900.0,,,0.0,,1400,
2675,0,3311,I,34.0,6100.0,500.0,1.0,16000.0,3145.0,574.0,0.0,18.0,10,3000.0,3000.0,,E,16.0,1183.0,0.0,2.0,0.0,U,B,4000,4000,1.0,0,2,1500.0,360.0,66.0,,,1500,1.0,N,B,209.0,1,,0.0,0.0,,2667.0,3000.0,,0.0,,4000,
2676,0,2712,I,26.0,500.0,500.0,0.0,1000.0,578.0,430.0,0.0,14.0,5,500.0,500.0,,K,43.0,953.0,1.0,1.0,0.0,U,E,1450,1450,1.0,0,0,0.0,0.0,16.0,,,4000,3.0,Y,S,4.0,3,,265.0,103.0,,500.0,500.0,1442.0,52.0,1439.0,1450,
2677,0,2806,I,16.0,1000.0,1000.0,0.0,2000.0,972.0,262.0,293.0,20.0,10,1000.0,1000.0,300.0,E,16.0,872.0,0.0,0.0,2.0,L,E,2000,2000,1.0,0,2,750.0,380.0,16.0,297.0,A,15000,1.0,Y,S,307.0,10,,59.0,92.0,,1000.0,1000.0,500.0,84.0,572.0,2000,
2678,0,3004,W,34.0,22200.0,1200.0,0.0,23400.0,4562.0,332.0,0.0,11.0,5,,,,E,48.0,1341.0,0.0,6.0,9.0,,,3500,3500,,0,0,8250.0,222.0,22.0,,,6000,3.0,N,S,108.0,0,,0.0,0.0,,11700.0,,,0.0,,3500,
2679,0,4909,I,34.0,,,0.0,4000.0,828.0,1145.0,0.0,32.0,10,4000.0,4000.0,1550.0,E,59.0,1500.0,0.0,0.0,3.0,L,E,2500,2500,1.0,0,0,3000.0,0.0,16.0,0.0,A,15000,1.0,N,S,1501.0,0,,31.0,31.0,,4000.0,4000.0,,31.0,,2500,
2680,0,3401,Q,34.0,,,0.0,3000.0,2192.0,858.0,0.0,25.0,10,3000.0,3000.0,800.0,E,41.0,1398.0,0.0,4.0,3.0,O,E,2300,2300,1.0,2,8,6350.0,803.0,16.0,802.0,A,1300,1.0,Y,S,305.0,8,15297.0,46.0,109.0,,3000.0,3000.0,2168.0,230.0,2087.0,2300,2300.0
2681,0,2805,I,34.0,2500.0,750.0,0.0,7150.0,3562.0,1850.0,772.0,21.0,10,1000.0,1000.0,400.0,K,34.0,949.0,0.0,1.0,0.0,U,E,2500,2500,0.0,1,4,1550.0,1045.0,77.0,0.0,A,4000,2.0,Y,S,700.0,7,400.0,156.0,457.0,,1430.0,1000.0,2434.0,427.0,2434.0,2500,2500.0
2682,0,3808,Q,34.0,,,0.0,4400.0,4170.0,1250.0,0.0,9.0,5,4400.0,4400.0,,E,22.0,1278.0,0.0,0.0,2.0,O,E,2680,2680,1.0,1,4,100.0,0.0,16.0,,,10000,5.0,Y,S,609.0,0,3563.0,210.0,162.0,,4400.0,4400.0,4122.0,152.0,3758.0,2680,2680.0
2683,0,3611,Q,34.0,5400.0,5400.0,0.0,16200.0,1610.0,1933.0,0.0,36.0,10,10800.0,10800.0,1550.0,E,35.0,1468.0,0.0,2.0,2.0,L,E,3073,3073,1.0,1,0,1550.0,0.0,78.0,0.0,A,3000,5.0,Y,S,907.0,17,1304.0,13621.0,18148.0,,8100.0,10800.0,3527.0,20682.0,3377.0,3073,3073.0
2684,0,2802,Q,7.0,1000.0,1000.0,1.0,2000.0,880.0,1510.0,294.0,16.0,10,1000.0,1000.0,,E,,864.0,0.0,4.0,0.0,O,E,3500,3500,1.0,0,5,0.0,0.0,6.0,,,5000,3.0,Y,S,404.0,48,,94.0,161.0,,1000.0,1000.0,1301.0,293.0,651.0,3500,3500.0
2685,0,2609,Q,34.0,2800.0,2800.0,0.0,2800.0,2525.0,800.0,681.0,13.0,10,0.0,0.0,,E,35.0,654.0,0.0,3.0,1.0,O,E,2000,2000,0.0,1,10,500.0,0.0,16.0,,,3000,5.0,Y,S,1103.0,17,2920.0,468.0,435.0,,2800.0,0.0,2110.0,619.0,1984.0,2000,2000.0
2686,0,2808,Q,17.0,,,1.0,1250.0,14.0,0.0,0.0,9.0,5,1250.0,1250.0,,E,,1286.0,0.0,1.0,0.0,U,B,1400,1400,0.0,0,3,0.0,0.0,90.0,,,4800,1.0,Y,S,900.0,24,,24429.0,23478.0,,1250.0,1250.0,1363.0,21274.0,1352.0,1400,1400.0
2687,0,3211,Q,34.0,,,0.0,16000.0,10491.0,3717.0,0.0,5.0,10,16000.0,16000.0,1000.0,E,34.0,1391.0,0.0,0.0,1.0,Y,E,6500,6500,1.0,0,0,1000.0,0.0,77.0,406.0,A,10000,1.0,N,S,402.0,0,,4430.0,3172.0,,16000.0,16000.0,,9147.0,,6500,6500.0
2688,0,2211,Q,34.0,,,1.0,0.0,0.0,0.0,0.0,32.0,10,0.0,0.0,,E,34.0,1323.0,0.0,0.0,0.0,U,B,2000,2000,0.0,0,3,0.0,0.0,16.0,,,1500,3.0,Y,S,201.0,0,,99.0,35.0,,0.0,0.0,1424.0,24.0,1424.0,2000,2000.0
2689,0,3905,W,34.0,5100.0,500.0,2.0,16950.0,10873.0,2167.0,0.0,15.0,5,,,,E,34.0,938.0,8.0,9.0,7.0,Y,E,4000,4000,0.0,0,1,7261.0,3569.0,90.0,,,20000,1.0,N,S,0.0,0,,0.0,0.0,,2825.0,,,0.0,,4000,4000.0
2690,0,2009,Q,5.0,,,0.0,1000.0,0.0,0.0,0.0,13.0,10,1000.0,1000.0,500.0,E,5.0,1209.0,0.0,0.0,0.0,L,B,1300,1300,,1,1,1800.0,241.0,16.0,0.0,A,3000,2.0,Y,S,100.0,0,500.0,0.0,0.0,,1000.0,1000.0,,0.0,0.0,1300,1300.0
2691,0,2404,W,34.0,500.0,500.0,1.0,1500.0,499.0,180.0,0.0,36.0,10,1000.0,1000.0,,E,35.0,1090.0,0.0,2.0,0.0,L,B,1500,1500,0.0,0,4,500.0,498.0,16.0,,,2000,3.0,Y,S,500.0,5,,16.0,40.0,,750.0,1000.0,1874.0,25.0,1659.0,1500,1500.0
2692,0,3304,W,34.0,,,0.0,0.0,0.0,0.0,0.0,5.0,9,,,,E,7.0,1061.0,0.0,3.0,0.0,,B,3500,3500,,0,0,0.0,0.0,99.0,,,10000,3.0,N,B,2.0,0,,0.0,0.0,,0.0,,,0.0,,3500,
2693,0,2203,W,34.0,4850.0,1.0,0.0,5251.0,383.0,35.0,0.0,16.0,10,,,,E,34.0,1214.0,2.0,2.0,0.0,,B,1300,1300,,0,0,0.0,0.0,7.0,,,11500,2.0,N,S,7.0,0,,0.0,0.0,,1750.0,,,0.0,,1300,
2694,0,2505,W,34.0,5500.0,500.0,0.0,6000.0,723.0,2720.0,0.0,36.0,10,,,,E,16.0,1254.0,0.0,0.0,1.0,,E,1400,1400,,0,0,500.0,0.0,16.0,,,10000,2.0,N,S,205.0,0,,0.0,0.0,,3000.0,,,0.0,,1400,
2695,0,5810,I,34.0,36600.0,10.0,0.0,93010.0,11180.0,5792.0,0.0,13.0,10,24000.0,24000.0,3750.0,E,34.0,1433.0,2.0,3.0,1.0,N,E,13500,13500,1.0,0,1,20400.0,3277.0,16.0,23.0,A,6000,1.0,N,S,1705.0,97,,0.0,21.0,,18602.0,24000.0,,29.0,,13500,
2696,0,2501,I,34.0,6345.0,6345.0,0.0,6345.0,875.0,800.0,0.0,13.0,10,0.0,0.0,,E,34.0,1371.0,0.0,1.0,0.0,U,B,2300,2300,0.0,0,4,0.0,0.0,78.0,,,12000,1.0,N,S,4.0,4,,9487.0,8830.0,,6345.0,0.0,,6316.0,,2300,
2697,0,3805,Q,34.0,8700.0,8700.0,0.0,10000.0,6664.0,1317.0,0.0,14.0,10,1300.0,1300.0,500.0,E,34.0,1344.0,0.0,2.0,2.0,L,E,2500,2500,,3,0,500.0,0.0,78.0,0.0,A,2500,5.0,Y,S,706.0,0,10905.0,2116.0,1117.0,,5000.0,1300.0,1451.0,1223.0,1432.0,2500,2500.0
2698,0,4412,Q,34.0,8800.0,3500.0,0.0,16100.0,10775.0,1550.0,0.0,10.0,10,3800.0,3800.0,1000.0,E,59.0,1265.0,0.0,3.0,4.0,O,E,7000,7000,,1,1,1500.0,815.0,78.0,0.0,A,15000,5.0,N,S,706.0,0,2827.0,7.0,7.0,,5367.0,3800.0,,6.0,,7000,7000.0
2699,0,3307,I,34.0,4000.0,4000.0,1.0,9500.0,5376.0,1187.0,0.0,17.0,10,5500.0,5500.0,1400.0,K,34.0,1013.0,0.0,1.0,8.0,U,E,3500,3500,1.0,1,2,1858.0,370.0,78.0,0.0,A,10000,1.0,N,S,6.0,12,1400.0,3398.0,3804.0,,4750.0,5500.0,,2932.0,,3500,3500.0
2700,0,4912,I,34.0,19300.0,8400.0,0.0,80700.0,14497.0,4207.0,0.0,17.0,10,5500.0,5500.0,3000.0,E,34.0,1265.0,0.0,0.0,4.0,U,E,5000,5000,1.0,1,0,11800.0,1861.0,78.0,0.0,A,3500,1.0,Y,S,18.0,0,45215.0,949.0,561.0,,13450.0,5500.0,4967.0,493.0,4717.0,5000,5000.0
2701,0,2303,Q,34.0,,,0.0,2000.0,1798.0,591.0,0.0,36.0,10,2000.0,2000.0,,E,34.0,1213.0,2.0,3.0,0.0,L,B,2500,2500,1.0,0,2,0.0,0.0,16.0,,,8000,5.0,N,S,706.0,40,,0.0,0.0,,2000.0,2000.0,,0.0,,2500,2500.0
2702,0,6002,Q,34.0,1200.0,1200.0,0.0,2700.0,2261.0,1237.0,0.0,,3,1500.0,1500.0,600.0,E,34.0,1331.0,0.0,1.0,2.0,I,E,3100,3100,1.0,2,3,1050.0,311.0,81.0,0.0,A,3000,3.0,N,S,,4,5580.0,424.0,843.0,,1350.0,1500.0,,1150.0,,3100,3100.0
2703,0,3709,Q,34.0,16200.0,100.0,0.0,28200.0,2394.0,893.0,0.0,36.0,10,0.0,0.0,1050.0,E,7.0,1515.0,0.0,0.0,2.0,I,E,1330,1330,0.0,0,3,3700.0,0.0,6.0,0.0,A,5000,1.0,Y,S,705.0,0,,132.0,47.0,,9400.0,0.0,1388.0,26.0,1419.0,1000,1330.0
2704,0,3611,Q,34.0,500.0,400.0,1.0,6000.0,2204.0,517.0,0.0,20.0,10,5100.0,5100.0,1000.0,E,34.0,1367.0,0.0,1.0,4.0,L,E,1500,1500,1.0,1,0,1000.0,741.0,81.0,371.0,A,5000,1.0,N,S,702.0,13,13750.0,12.0,49.0,,2000.0,5100.0,,285.0,,3100,1500.0
2705,0,3311,Q,34.0,1000.0,750.0,1.0,2750.0,1713.0,1000.0,0.0,17.0,10,1000.0,1000.0,,K,33.0,981.0,0.0,13.0,0.0,L,E,1370,1370,1.0,0,3,1750.0,685.0,16.0,,,7500,5.0,N,S,1.0,13,,0.0,0.0,,917.0,1000.0,,0.0,,1370,1370.0
2706,0,2507,I,34.0,1500.0,500.0,2.0,2000.0,402.0,46.0,0.0,2.0,10,0.0,0.0,,E,34.0,1198.0,0.0,3.0,0.0,L,E,2500,2500,0.0,0,0,0.0,0.0,81.0,,,20000,5.0,Y,S,204.0,2,,5.0,2.0,,1000.0,0.0,981.0,1.0,490.0,2500,
2707,0,2411,W,34.0,2200.0,2200.0,0.0,2200.0,0.0,651.0,0.0,36.0,10,,,,E,34.0,1303.0,0.0,0.0,0.0,,E,1500,1500,,0,0,2700.0,0.0,73.0,,,10000,5.0,N,S,6.0,0,,0.0,0.0,,2200.0,,,0.0,,1500,
2708,0,3410,I,48.0,3000.0,3000.0,0.0,5100.0,2035.0,161.0,0.0,24.0,5,2100.0,2100.0,50.0,E,48.0,1325.0,0.0,0.0,5.0,L,E,2200,2200,1.0,0,1,100.0,0.0,11.0,50.0,A,2000,1.0,Y,E,1607.0,24,,160.0,136.0,,2550.0,2100.0,3074.0,137.0,2947.0,2200,
2709,0,4703,Q,34.0,1000.0,1000.0,0.0,8000.0,2300.0,840.0,0.0,20.0,10,7000.0,7000.0,2000.0,E,34.0,1470.0,1.0,1.0,2.0,L,B,5000,5000,1.0,0,4,3200.0,0.0,66.0,0.0,A,18000,3.0,N,S,510.0,1,,8155.0,9260.0,,4000.0,7000.0,,9424.0,,5000,5000.0
2710,0,2707,Q,34.0,3500.0,3500.0,0.0,11900.0,3624.0,2905.0,0.0,36.0,10,8400.0,8400.0,,E,34.0,1450.0,0.0,0.0,0.0,Y,B,4200,4200,1.0,0,0,1050.0,5.0,23.0,,,20000,2.0,N,S,1100.0,14,,114237.0,100252.0,,5950.0,8400.0,,83279.0,,4200,4200.0
2711,0,2404,Q,34.0,3000.0,1000.0,1.0,4000.0,118.0,200.0,0.0,24.0,5,0.0,0.0,3000.0,E,43.0,1143.0,0.0,0.0,1.0,L,B,5500,5500,0.0,0,2,4508.0,3251.0,11.0,2938.0,A,10000,1.0,Y,S,101.0,0,,1893.0,1605.0,,2000.0,0.0,5428.0,802.0,4952.0,5500,5500.0
2712,0,5406,Q,34.0,6000.0,1.0,0.0,14501.0,7443.0,2518.0,0.0,,3,8500.0,8500.0,2000.0,E,35.0,1222.0,0.0,2.0,15.0,L,E,3200,3200,1.0,1,4,10200.0,2778.0,16.0,1996.0,A,5000,1.0,N,S,,13,12931.0,1741.0,2184.0,,4834.0,8500.0,3052.0,23160.0,,3200,3200.0
2713,0,4206,W,34.0,2000.0,1300.0,0.0,5200.0,3504.0,1790.0,0.0,7.0,10,0.0,0.0,,K,35.0,991.0,1.0,3.0,4.0,L,E,1500,1500,0.0,0,2,0.0,0.0,78.0,,,5000,1.0,N,S,706.0,0,,0.0,0.0,,1733.0,0.0,,0.0,,2000,1500.0
2714,0,3006,Q,34.0,0.0,0.0,2.0,4000.0,3269.0,200.0,0.0,35.0,10,4000.0,4000.0,,E,42.0,1056.0,1.0,2.0,2.0,O,E,1500,1500,1.0,0,18,300.0,298.0,16.0,,,1500,3.0,N,S,607.0,16,,0.0,0.0,,2000.0,4000.0,,0.0,,1500,1500.0
2715,0,4210,Q,34.0,6000.0,800.0,0.0,7800.0,151.0,88.0,256.0,14.0,10,1000.0,1000.0,,E,34.0,953.0,1.0,3.0,1.0,O,E,6500,6500,1.0,0,0,0.0,0.0,6.0,,,15000,1.0,Y,S,601.0,1,,248.0,418.0,,2600.0,1000.0,2448.0,211.0,2127.0,6500,6500.0
2716,0,2211,I,34.0,1600.0,1600.0,0.0,2600.0,2588.0,557.0,0.0,36.0,10,1000.0,1000.0,1600.0,E,34.0,1240.0,0.0,6.0,0.0,U,B,3000,3000,1.0,1,13,1600.0,1615.0,78.0,0.0,A,5000,2.0,Y,S,204.0,3,2123.0,81.0,64.0,,1300.0,1000.0,4132.0,188.0,4520.0,2500,3000.0
2717,0,3005,Q,34.0,,,1.0,2250.0,0.0,0.0,0.0,25.0,10,2250.0,2250.0,,K,41.0,1344.0,0.0,0.0,4.0,O,E,1300,1300,0.0,0,0,350.0,349.0,16.0,,,10000,5.0,Y,S,300.0,3,,17.0,6.0,,2250.0,2250.0,1537.0,3.0,1482.0,1300,1300.0
2718,0,2304,W,34.0,3500.0,750.0,0.0,4250.0,773.0,454.0,0.0,3.0,10,,,,K,34.0,1136.0,0.0,5.0,0.0,,B,2000,2000,,0,0,850.0,162.0,15.0,,,10000,1.0,N,S,6.0,0,,0.0,0.0,,2125.0,,,0.0,,2000,
2719,0,3710,I,34.0,1200.0,1200.0,2.0,8200.0,3719.0,1100.0,0.0,22.0,9,7000.0,7000.0,,E,26.0,1468.0,2.0,4.0,2.0,U,E,6000,6000,1.0,0,2,1500.0,0.0,29.0,,,15000,1.0,N,Y,1105.0,0,,918.0,642.0,,4100.0,7000.0,,560.0,,6000,
2720,0,2908,I,34.0,,,0.0,0.0,0.0,0.0,0.0,14.0,10,0.0,0.0,,E,16.0,1427.0,0.0,0.0,1.0,Y,B,2953,2953,0.0,0,1,0.0,0.0,23.0,,,11300,3.0,N,S,503.0,0,,0.0,0.0,,0.0,0.0,,0.0,,2953,
2721,0,4702,W,34.0,2160.0,510.0,0.0,3920.0,1983.0,450.0,0.0,36.0,10,,,,E,6.0,1138.0,4.0,4.0,2.0,,E,1500,1500,,0,0,750.0,18.0,16.0,,,10000,3.0,N,S,1201.0,0,,0.0,0.0,,1307.0,,,0.0,,1500,
2722,0,4400,I,34.0,17000.0,7540.0,1.0,52040.0,43219.0,2450.0,0.0,14.0,10,19500.0,19500.0,,K,6.0,1142.0,0.0,1.0,0.0,U,B,15000,15000,1.0,0,1,1700.0,0.0,15.0,,,15000,1.0,N,S,1802.0,0,,0.0,1.0,,13010.0,19500.0,,7.0,,15000,
2723,0,2808,I,34.0,1000.0,1000.0,0.0,2250.0,724.0,210.0,0.0,15.0,10,1250.0,1250.0,,E,6.0,1393.0,1.0,1.0,0.0,U,E,2200,2200,1.0,0,0,0.0,0.0,16.0,,,15000,3.0,Y,S,609.0,0,,194.0,275.0,,1125.0,1250.0,1970.0,255.0,2069.0,2200,
2724,0,2708,I,34.0,1300.0,1300.0,0.0,2000.0,1484.0,525.0,232.0,16.0,10,700.0,700.0,,K,6.0,1028.0,1.0,1.0,2.0,U,B,2900,2900,1.0,0,0,0.0,0.0,16.0,,,3000,2.0,N,S,400.0,15,,484.0,357.0,,1000.0,700.0,,262.0,,2900,2900.0
2725,0,2410,Q,34.0,1000.0,300.0,1.0,4800.0,722.0,786.0,0.0,28.0,5,3000.0,3000.0,,K,35.0,1462.0,0.0,1.0,0.0,U,B,3200,3200,1.0,0,0,300.0,0.0,1.0,,,20000,1.0,Y,S,600.0,1,,15910.0,6906.0,,1200.0,3000.0,435.0,3453.0,435.0,3200,3200.0
2726,0,3003,Q,34.0,700.0,700.0,0.0,700.0,521.0,700.0,0.0,25.0,10,0.0,0.0,,E,7.0,1433.0,0.0,4.0,13.0,N,E,1600,1600,0.0,1,6,0.0,0.0,29.0,,,4500,1.0,N,S,1016.0,8,10960.0,2.0,1.0,,700.0,0.0,,3.0,,1600,1600.0
2727,0,3105,Q,34.0,4500.0,4500.0,0.0,5800.0,1115.0,914.0,0.0,26.0,10,1300.0,1300.0,1000.0,E,23.0,1274.0,1.0,4.0,2.0,N,B,1475,1475,1.0,1,5,1150.0,984.0,16.0,0.0,A,2000,5.0,Y,S,1003.0,4,2601.0,85.0,110.0,,2900.0,1300.0,1439.0,156.0,1416.0,1475,1475.0
2728,0,3004,W,34.0,8800.0,8800.0,1.0,8800.0,7508.0,2100.0,0.0,8.0,10,,,,E,6.0,1275.0,1.0,7.0,2.0,,E,3000,3000,,0,0,2600.0,2590.0,99.0,,,15000,4.0,N,S,405.0,0,,0.0,0.0,,8800.0,,,0.0,,3000,
2729,0,4303,W,34.0,2000.0,1500.0,2.0,5100.0,668.0,242.0,0.0,7.0,10,,,,E,81.0,999.0,3.0,12.0,5.0,,E,1450,1450,,0,0,900.0,900.0,73.0,,,5000,1.0,N,S,300.0,0,,0.0,0.0,,1700.0,,,0.0,,1450,
2730,0,4301,W,34.0,7700.0,690.0,0.0,9790.0,4986.0,2065.0,0.0,14.0,9,,,,E,34.0,1316.0,5.0,6.0,3.0,,E,4000,4000,,0,0,700.0,0.0,81.0,,,12000,1.0,N,B,202.0,0,,0.0,0.0,,3263.0,,,0.0,,4000,
2731,0,3009,W,34.0,,,0.0,0.0,0.0,0.0,0.0,12.0,10,,,,K,6.0,1461.0,4.0,4.0,4.0,,E,1685,1685,,0,0,2000.0,0.0,79.0,,,13000,1.0,N,S,4.0,0,,0.0,0.0,,0.0,,,0.0,,1685,
2732,0,5705,W,34.0,,,0.0,0.0,0.0,0.0,0.0,,3,,,,E,59.0,1165.0,0.0,2.0,0.0,,E,2500,2500,,0,0,0.0,0.0,41.0,,,11000,1.0,N,S,0.0,0,,0.0,0.0,,0.0,,,0.0,,2500,
2733,0,2805,I,34.0,9800.0,9800.0,0.0,9800.0,3435.0,2000.0,0.0,25.0,10,0.0,0.0,2600.0,E,26.0,1381.0,0.0,1.0,0.0,U,B,4000,4000,0.0,2,1,2600.0,0.0,29.0,0.0,A,8000,2.0,Y,S,502.0,3,4133.0,390.0,384.0,,9800.0,0.0,3294.0,439.0,3163.0,4000,4000.0
2734,0,2809,I,34.0,2000.0,1000.0,2.0,3000.0,2684.0,180.0,0.0,22.0,10,0.0,0.0,,E,67.0,902.0,3.0,12.0,3.0,U,B,1500,1500,,0,0,1590.0,1601.0,29.0,,,2000,1.0,N,S,1000.0,0,,0.0,0.0,,1500.0,0.0,,0.0,,1500,1500.0
2735,0,2702,I,34.0,1050.0,150.0,0.0,1200.0,446.0,32.0,85.0,22.0,10,0.0,0.0,,K,53.0,702.0,2.0,7.0,0.0,L,E,2500,2500,0.0,2,64,500.0,516.0,16.0,,,1000,1.0,N,S,107.0,12,6549.0,2.0,2.0,,600.0,0.0,,1.0,,2500,2500.0
2736,0,4511,I,34.0,,,0.0,6000.0,1629.0,1231.0,0.0,32.0,10,6000.0,6000.0,650.0,E,34.0,1484.0,0.0,1.0,0.0,U,E,3000,3000,1.0,0,2,1850.0,0.0,16.0,0.0,A,5000,1.0,Y,S,803.0,10,,794.0,1925.0,,6000.0,6000.0,,4577.0,0.0,3000,3000.0
2737,0,2906,I,34.0,4500.0,1200.0,0.0,6700.0,3216.0,663.0,0.0,9.0,5,1000.0,1000.0,1000.0,K,17.0,1222.0,1.0,2.0,1.0,U,E,3710,3710,1.0,0,1,17564.0,11477.0,90.0,998.0,A,10000,1.0,Y,S,207.0,1,,97.0,80.0,,2233.0,1000.0,2013.0,88.0,1933.0,3710,3710.0
2738,0,4003,Q,34.0,4300.0,1500.0,1.0,9300.0,689.0,486.0,0.0,14.0,10,3500.0,3500.0,,E,60.0,1060.0,0.0,1.0,1.0,N,E,2500,2500,0.0,0,5,650.0,528.0,16.0,,,5000,1.0,Y,S,300.0,0,,71.0,23.0,,3100.0,3500.0,2140.0,12.0,1070.0,2500,2500.0
2739,0,2709,Q,34.0,,,0.0,3000.0,3000.0,698.0,0.0,28.0,10,3000.0,3000.0,1000.0,E,35.0,1022.0,0.0,3.0,0.0,L,B,1850,1850,1.0,3,14,1000.0,784.0,24.0,1018.0,A,2500,3.0,Y,S,201.0,11,13442.0,0.0,0.0,,3000.0,3000.0,1774.0,0.0,1774.0,1850,1850.0
2740,0,2109,I,34.0,,,0.0,3000.0,2483.0,396.0,0.0,9.0,5,3000.0,3000.0,750.0,K,1.0,1131.0,0.0,1.0,0.0,L,B,2400,2400,1.0,2,2,750.0,622.0,16.0,738.0,A,5000,2.0,Y,S,400.0,3,5058.0,559.0,1527.0,,3000.0,3000.0,2347.0,843.0,1174.0,2400,2400.0
2741,0,4003,I,34.0,2700.0,2700.0,0.0,5700.0,849.0,213.0,0.0,36.0,10,3000.0,3000.0,1000.0,K,41.0,1276.0,0.0,0.0,1.0,U,E,1543,1543,1.0,1,1,1000.0,1.0,16.0,0.0,A,2250,1.0,Y,S,509.0,0,2891.0,26.0,187.0,,2850.0,3000.0,1544.0,105.0,1544.0,1543,
2742,0,5208,W,34.0,,,1.0,0.0,0.0,0.0,0.0,14.0,3,0.0,0.0,,E,34.0,927.0,2.0,5.0,1.0,O,E,3500,3500,0.0,0,3,50.0,0.0,16.0,,,10000,1.0,N,S,512.0,0,,0.0,0.0,,0.0,0.0,,0.0,,3500,3500.0
2743,0,2801,Q,34.0,500.0,500.0,0.0,3500.0,273.0,1493.0,0.0,8.0,10,3000.0,3000.0,,E,59.0,1398.0,0.0,0.0,0.0,U,B,2300,2300,1.0,0,0,0.0,0.0,23.0,,,15000,2.0,N,S,800.0,0,,0.0,0.0,,1750.0,3000.0,,0.0,,1000,2300.0
2744,0,2209,Q,34.0,1800.0,1000.0,0.0,2800.0,2601.0,460.0,129.0,32.0,10,0.0,0.0,,E,21.0,944.0,3.0,11.0,0.0,O,B,1400,1400,0.0,0,13,400.0,399.0,16.0,,,12000,1.0,Y,S,504.0,6,,173.0,231.0,,1400.0,0.0,1367.0,232.0,1392.0,1400,1400.0
2745,0,2710,W,34.0,1200.0,1200.0,0.0,1200.0,1210.0,200.0,347.0,8.0,10,,,,K,34.0,1066.0,8.0,8.0,4.0,L,E,1680,1680,,0,0,425.0,291.0,16.0,,,5000,5.0,N,S,800.0,0,,0.0,0.0,,1200.0,,,0.0,,1680,1680.0
2746,0,3200,W,34.0,4100.0,1.0,0.0,4101.0,0.0,0.0,0.0,8.0,10,,,,E,59.0,1409.0,2.0,2.0,0.0,U,B,1800,1800,,0,0,0.0,0.0,85.0,,,15000,1.0,N,S,0.0,0,,0.0,0.0,,2051.0,,,0.0,,1800,1800.0
2747,0,3006,Q,34.0,6800.0,2000.0,0.0,15300.0,1861.0,552.0,0.0,17.0,10,6500.0,6500.0,,E,6.0,1134.0,2.0,7.0,4.0,L,E,4500,4500,1.0,1,3,1700.0,810.0,78.0,,,9500,1.0,Y,S,400.0,0,2500.0,6900.0,3208.0,,5100.0,6500.0,1343.0,1613.0,1344.0,5000,4500.0
2748,0,3108,W,34.0,,,0.0,0.0,0.0,0.0,0.0,13.0,10,0.0,0.0,,K,6.0,822.0,6.0,11.0,0.0,L,B,1400,1400,0.0,0,1,0.0,0.0,66.0,,,5000,2.0,N,S,902.0,1,,0.0,0.0,,0.0,0.0,,0.0,,1400,1400.0
2749,0,2909,W,34.0,750.0,750.0,0.0,750.0,0.0,0.0,0.0,22.0,10,,,,K,34.0,1368.0,2.0,2.0,0.0,,E,2000,2000,,0,0,0.0,0.0,16.0,,,15000,5.0,N,S,2.0,0,,0.0,0.0,,750.0,,,0.0,,2000,
2750,0,3811,I,34.0,8900.0,2000.0,2.0,20650.0,2466.0,1427.0,0.0,22.0,10,9750.0,9750.0,2000.0,E,16.0,1502.0,0.0,3.0,15.0,L,E,3500,3500,1.0,0,0,5245.0,101.0,16.0,0.0,A,15000,1.0,N,S,1608.0,0,,29696.0,17600.0,,6883.0,9750.0,,10346.0,,3500,
2751,0,2408,W,34.0,10750.0,10750.0,2.0,10750.0,447.0,998.0,0.0,9.0,5,,,,E,34.0,1450.0,0.0,0.0,0.0,,E,3150,3150,,0,0,0.0,0.0,76.0,,,14000,3.0,N,S,1.0,0,,0.0,0.0,,10750.0,,,0.0,,3150,
